route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1883,1,158439,ISLAND TOWNE CENTRE VIA SSU,,0,14077,14002,0,0
1883,1,158451,ISLAND TOWNE CENTRE VIA SSU,,0,14076,14002,0,0
1883,1,158443,ISLAND TOWNE CENTRE VIA SSU,,0,14079,14002,0,0
1883,1,158453,ISLAND TOWNE CENTRE VIA SSU,,0,14077,14002,0,0
1883,1,158454,ISLAND TOWNE CENTRE VIA SSU,,0,14076,14002,0,0
1883,1,158457,ISLAND TOWNE CENTRE VIA SSU,,0,14077,14002,0,0
1883,1,158458,ISLAND TOWNE CENTRE VIA SSU,,0,14076,14002,0,0
1883,1,158460,SAVANNAH STATE UNIVERSITY,,0,14077,14003,0,0
1883,1,158462,SAVANNAH STATE UNIVERSITY,,0,14077,14003,0,0
1883,1,158337,W 51ST & HOPKINS,,1,14077,14005,0,0
1883,1,158338,W 51ST & HOPKINS,,1,14076,14004,0,0
1883,1,158414,W 51ST & HOPKINS,,1,14078,14004,0,0
1883,1,158416,W 51ST & HOPKINS,,1,14077,14004,0,0
1883,1,158424,W 51ST & HOPKINS,,1,14076,14004,0,0
1883,1,158425,W 51ST & HOPKINS,,1,14077,14004,0,0
1883,1,158428,W 51ST & HOPKINS,,1,14076,14004,0,0
1883,1,158429,W 51ST & HOPKINS,,1,14077,14004,0,0
1883,1,158432,W 51ST & HOPKINS,,1,14076,14004,0,0
1883,1,158433,W 51ST & HOPKINS,,1,14077,14004,0,0
1883,1,158436,W 51ST & HOPKINS,,1,14076,14004,0,0
1883,1,158437,W 51ST & HOPKINS,,1,14077,14004,0,0
1883,1,158449,W 51ST & HOPKINS,,1,14076,14004,0,0
1883,1,158442,W 51ST & HOPKINS,,1,14079,14004,0,0
1883,1,158452,W 51ST & HOPKINS,,1,14077,14004,0,0
1883,1,158448,W 51ST & HOPKINS,,1,14076,14004,0,0
1883,1,158444,W 51ST & HOPKINS,,1,14079,14004,0,0
1883,1,158455,W 51ST & HOPKINS,,1,14077,14004,0,0
1883,1,158456,W 51ST & HOPKINS,,1,14076,14004,0,0
1883,1,158459,W 51ST & HOPKINS,,1,14077,14004,0,0
1883,1,158461,W 51ST & HOPKINS,,1,14077,14005,0,0
1884,1,159021,SAVANNAH MALL,,0,14123,14006,0,0
1884,1,159038,SAVANNAH MALL,,0,14125,14007,0,0
1884,1,159022,SAVANNAH MALL,,0,14127,14006,0,0
1884,1,159039,SAVANNAH MALL,,0,14124,14007,0,0
1884,1,159023,SAVANNAH MALL,,0,14126,14006,0,0
1884,1,159040,SAVANNAH MALL,,0,14123,14007,0,0
1884,1,159024,SAVANNAH MALL,,0,14125,14006,0,0
1884,1,159041,SAVANNAH MALL,,0,14127,14007,0,0
1884,1,159025,SAVANNAH MALL,,0,14124,14006,0,0
1884,1,159042,SAVANNAH MALL,,0,14126,14007,0,0
1884,1,159026,SAVANNAH MALL,,0,14123,14006,0,0
1884,1,159102,SAVANNAH MALL,,0,14128,14006,0,0
1884,1,159043,SAVANNAH MALL,,0,14125,14007,0,0
1884,1,159027,SAVANNAH MALL,,0,14127,14006,0,0
1884,1,159044,SAVANNAH MALL,,0,14124,14007,0,0
1884,1,159028,SAVANNAH MALL,,0,14126,14006,0,0
1884,1,159045,SAVANNAH MALL,,0,14123,14007,0,0
1884,1,159103,SAVANNAH MALL,,0,14128,14006,0,0
1884,1,159029,SAVANNAH MALL,,0,14125,14006,0,0
1884,1,159046,SAVANNAH MALL,,0,14127,14007,0,0
1884,1,159030,SAVANNAH MALL,,0,14124,14006,0,0
1884,1,159047,SAVANNAH MALL,,0,14126,14007,0,0
1884,1,159031,SAVANNAH MALL,,0,14123,14006,0,0
1884,1,159104,SAVANNAH MALL,,0,14128,14006,0,0
1884,1,159048,SAVANNAH MALL,,0,14125,14007,0,0
1884,1,159032,SAVANNAH MALL,,0,14127,14006,0,0
1884,1,159049,SAVANNAH MALL,,0,14124,14007,0,0
1884,1,159033,SAVANNAH MALL,,0,14126,14006,0,0
1884,1,159050,SAVANNAH MALL,,0,14123,14007,0,0
1884,1,159034,SAVANNAH MALL,,0,14125,14006,0,0
1884,1,159051,SAVANNAH MALL,,0,14127,14007,0,0
1884,1,159052,SAVANNAH MALL,,0,14126,14007,0,0
1884,1,159053,SAVANNAH MALL,,0,14125,14007,0,0
1884,1,159096,SAVANNAH MALL,,0,14126,14007,0,0
1884,1,159097,SAVANNAH MALL,,0,14125,14007,0,0
1884,1,159100,SAVANNAH MALL,,0,14126,14007,0,0
1884,1,159101,INTERMODAL TRANSIT CENTER,,1,14124,14008,0,0
1884,1,159057,INTERMODAL TRANSIT CENTER,,1,14126,14008,0,0
1884,1,159072,INTERMODAL TRANSIT CENTER,,1,14123,14009,0,0
1884,1,159058,INTERMODAL TRANSIT CENTER,,1,14125,14008,0,0
1884,1,159073,INTERMODAL TRANSIT CENTER,,1,14127,14009,0,0
1884,1,159059,INTERMODAL TRANSIT CENTER,,1,14124,14008,0,0
1884,1,159074,INTERMODAL TRANSIT CENTER,,1,14126,14009,0,0
1884,1,159060,INTERMODAL TRANSIT CENTER,,1,14123,14008,0,0
1884,1,159075,INTERMODAL TRANSIT CENTER,,1,14125,14009,0,0
1884,1,159061,INTERMODAL TRANSIT CENTER,,1,14127,14008,0,0
1884,1,159076,INTERMODAL TRANSIT CENTER,,1,14124,14009,0,0
1884,1,159062,INTERMODAL TRANSIT CENTER,,1,14126,14008,0,0
1884,1,159077,INTERMODAL TRANSIT CENTER,,1,14123,14009,0,0
1884,1,159105,INTERMODAL TRANSIT CENTER,,1,14128,14008,0,0
1884,1,159063,INTERMODAL TRANSIT CENTER,,1,14125,14008,0,0
1884,1,159078,INTERMODAL TRANSIT CENTER,,1,14127,14009,0,0
1884,1,159064,INTERMODAL TRANSIT CENTER,,1,14124,14008,0,0
1884,1,159079,INTERMODAL TRANSIT CENTER,,1,14126,14009,0,0
1884,1,159065,INTERMODAL TRANSIT CENTER,,1,14123,14008,0,0
1884,1,159106,INTERMODAL TRANSIT CENTER,,1,14128,14008,0,0
1884,1,159080,INTERMODAL TRANSIT CENTER,,1,14125,14009,0,0
1884,1,159066,INTERMODAL TRANSIT CENTER,,1,14127,14008,0,0
1884,1,159081,INTERMODAL TRANSIT CENTER,,1,14124,14009,0,0
1884,1,159067,INTERMODAL TRANSIT CENTER,,1,14126,14008,0,0
1884,1,159082,INTERMODAL TRANSIT CENTER,,1,14123,14009,0,0
1884,1,159107,INTERMODAL TRANSIT CENTER,,1,14128,14008,0,0
1884,1,159068,INTERMODAL TRANSIT CENTER,,1,14125,14008,0,0
1884,1,159083,INTERMODAL TRANSIT CENTER,,1,14127,14009,0,0
1884,1,159069,INTERMODAL TRANSIT CENTER,,1,14124,14008,0,0
1884,1,159084,INTERMODAL TRANSIT CENTER,,1,14126,14009,0,0
1884,1,159070,INTERMODAL TRANSIT CENTER,,1,14123,14008,0,0
1884,1,159085,INTERMODAL TRANSIT CENTER,,1,14125,14009,0,0
1884,1,159071,INTERMODAL TRANSIT CENTER,,1,14127,14008,0,0
1884,1,159094,INTERMODAL TRANSIT CENTER,,1,14126,14008,0,0
1884,1,159095,INTERMODAL TRANSIT CENTER,,1,14125,14008,0,0
1884,1,159098,INTERMODAL TRANSIT CENTER,,1,14126,14008,0,0
1884,1,159099,INTERMODAL TRANSIT CENTER,,1,14125,14008,0,0
1885,1,158859,SUPER WALMART ON HWY 17,,0,14111,14010,0,0
1885,1,158860,SAVANNAH FESTIVAL,,0,14112,14012,0,0
1885,1,158865,SAVANNAH FESTIVAL,,0,14111,14012,0,0
1885,1,158864,SAVANNAH FESTIVAL,,0,14112,14011,0,0
1885,1,158866,SAVANNAH FESTIVAL,,0,14111,14012,0,0
1885,1,158867,SAVANNAH FESTIVAL,,0,14112,14012,0,0
1885,1,158900,SAVANNAH FESTIVAL,,0,14111,14012,0,0
1885,1,158901,SAVANNAH FESTIVAL,,0,14112,14012,0,0
1885,1,158886,SAVANNAH FESTIVAL,,0,14111,14012,0,0
1885,1,158884,SAVANNAH FESTIVAL,,0,14112,14012,0,0
1885,1,158902,SAVANNAH FESTIVAL,,0,14111,14012,0,0
1885,1,158887,SAVANNAH FESTIVAL,,0,14112,14012,0,0
1885,1,158892,SAVANNAH FESTIVAL,,0,14111,14012,0,0
1885,1,158903,SAVANNAH FESTIVAL,,0,14112,14012,0,0
1885,1,158896,SAVANNAH FESTIVAL,,0,14112,14012,0,0
1885,1,158858,INTERMODAL TRANSIT CENTER,,1,14111,14016,0,0
1885,1,158862,INTERMODAL TRANSIT CENTER,,1,14112,14014,0,0
1885,1,158878,INTERMODAL TRANSIT CENTER,,1,14111,14014,0,0
1885,1,158879,INTERMODAL TRANSIT CENTER,,1,14112,14013,0,0
1885,1,158880,INTERMODAL TRANSIT CENTER,,1,14111,14013,0,0
1885,1,158881,INTERMODAL TRANSIT CENTER,,1,14112,14013,0,0
1885,1,158882,INTERMODAL TRANSIT CENTER,,1,14111,14013,0,0
1885,1,158883,INTERMODAL TRANSIT CENTER,,1,14112,14013,0,0
1885,1,158888,INTERMODAL TRANSIT CENTER,,1,14111,14013,0,0
1885,1,158885,INTERMODAL TRANSIT CENTER,,1,14112,14013,0,0
1885,1,158890,INTERMODAL TRANSIT CENTER,,1,14111,14014,0,0
1885,1,158891,INTERMODAL TRANSIT CENTER,,1,14112,14014,0,0
1885,1,158894,INTERMODAL TRANSIT CENTER,,1,14111,14014,0,0
1885,1,158895,INTERMODAL TRANSIT CENTER,,1,14112,14013,0,0
1885,1,158899,INTERMODAL TRANSIT CENTER,,1,14112,14015,0,0
1886,1,156349,COFFEE BLUFF VIA HODGSON MEMORIAL,,0,13949,14017,0,0
1886,1,156345,COFFEE BLUFF VIA HODGSON MEMORIAL,,0,13949,14018,0,0
1886,1,156347,COFFEE BLUFF VIA HODGSON MEMORIAL,,0,13950,14018,0,0
1886,1,156348,COFFEE BLUFF VIA HODGSON MEMORIAL,,0,13950,14018,0,0
1886,1,156350,LANDINGS VIA HODGSON MEMORIAL,,1,13949,14020,0,0
1886,1,156351,LANDINGS VIA HODGSON MEMORIAL,,1,13949,14020,0,0
1886,1,156352,LANDINGS VIA HODGSON MEMORIAL,,1,13950,14020,0,0
1887,1,158540,WESTLAKE APTS,,0,14132,14023,0,0
1887,1,158538,WESTLAKE APTS,,0,14133,14023,0,0
1887,1,158553,SOUTHERN OAKS COURT,,0,14132,14021,0,0
1887,1,158550,SOUTHERN OAKS COURT,,0,14133,14021,0,0
1887,1,158551,SOUTHERN OAKS COURT,,0,14134,14021,0,0
1887,1,158549,SOUTHERN OAKS COURT,,0,14135,14021,0,0
1887,1,158568,SOUTHERN OAKS COURT,,0,14132,14021,0,0
1887,1,158596,SOUTHERN OAKS COURT,,0,14133,14021,0,0
1887,1,158570,SOUTHERN OAKS COURT,,0,14134,14021,0,0
1887,1,158571,SOUTHERN OAKS COURT,,0,14135,14021,0,0
1887,1,158576,SOUTHERN OAKS COURT,,0,14132,14021,0,0
1887,1,158577,SOUTHERN OAKS COURT,,0,14134,14021,0,0
1887,1,158578,SOUTHERN OAKS COURT,,0,14135,14021,0,0
1887,1,158582,SOUTHERN OAKS COURT,,0,14132,14021,0,0
1887,1,158583,SOUTHERN OAKS COURT,,0,14134,14021,0,0
1887,1,158584,SOUTHERN OAKS COURT,,0,14135,14021,0,0
1887,1,158591,SOUTHERN OAKS COURT,,0,14136,14021,0,0
1887,1,158588,SOUTHERN OAKS COURT,,0,14132,14021,0,0
1887,1,158589,SOUTHERN OAKS COURT,,0,14134,14021,0,0
1887,1,158590,SOUTHERN OAKS COURT,,0,14135,14021,0,0
1887,1,158597,SOUTHERN OAKS COURT,,0,14136,14021,0,0
1887,1,158598,SOUTHERN OAKS COURT,,0,14132,14021,0,0
1887,1,158599,SOUTHERN OAKS COURT,,0,14134,14021,0,0
1887,1,158600,SOUTHERN OAKS COURT,,0,14135,14021,0,0
1887,1,158605,SOUTHERN OAKS COURT,,0,14132,14021,0,0
1887,1,158606,SOUTHERN OAKS COURT,,0,14134,14021,0,0
1887,1,158607,SOUTHERN OAKS COURT,,0,14135,14021,0,0
1887,1,158612,SOUTHERN OAKS COURT,,0,14132,14021,0,0
1887,1,158613,SOUTHERN OAKS COURT,,0,14135,14021,0,0
1887,1,158615,WESTLAKE APTS,,0,14132,14023,0,0
1887,1,158617,WESTLAKE APTS,,0,14132,14023,0,0
1887,1,158619,WESTLAKE APTS,,0,14132,14023,0,0
1887,1,158541,INTERMODAL TRANSIT CENTER,,1,14132,14028,0,0
1887,1,158537,INTERMODAL TRANSIT CENTER,,1,14133,14028,0,0
1887,1,158542,INTERMODAL TRANSIT CENTER,,1,14132,14028,0,0
1887,1,158539,INTERMODAL TRANSIT CENTER,,1,14133,14028,0,0
1887,1,158556,INTERMODAL TRANSIT CENTER,,1,14134,14028,0,0
1887,1,158544,INTERMODAL TRANSIT CENTER,,1,14135,14028,0,0
1887,1,159110,INTERMODAL TRANSIT CENTER,,1,14132,14026,0,0
1887,1,159111,INTERMODAL TRANSIT CENTER,,1,14133,14026,0,0
1887,1,159112,INTERMODAL TRANSIT CENTER,,1,14134,14026,0,0
1887,1,159113,INTERMODAL TRANSIT CENTER,,1,14135,14026,0,0
1887,1,159114,INTERMODAL TRANSIT CENTER,,1,14132,14026,0,0
1887,1,159115,INTERMODAL TRANSIT CENTER,,1,14134,14026,0,0
1887,1,159116,INTERMODAL TRANSIT CENTER,,1,14135,14026,0,0
1887,1,159117,INTERMODAL TRANSIT CENTER,,1,14132,14026,0,0
1887,1,159118,INTERMODAL TRANSIT CENTER,,1,14134,14026,0,0
1887,1,159119,INTERMODAL TRANSIT CENTER,,1,14135,14026,0,0
1887,1,159120,INTERMODAL TRANSIT CENTER,,1,14132,14026,0,0
1887,1,159121,INTERMODAL TRANSIT CENTER,,1,14134,14026,0,0
1887,1,159122,INTERMODAL TRANSIT CENTER,,1,14135,14026,0,0
1887,1,159123,INTERMODAL TRANSIT CENTER,,1,14136,14026,0,0
1887,1,159124,INTERMODAL TRANSIT CENTER,,1,14132,14026,0,0
1887,1,159125,INTERMODAL TRANSIT CENTER,,1,14134,14026,0,0
1887,1,159126,INTERMODAL TRANSIT CENTER,,1,14135,14026,0,0
1887,1,159127,INTERMODAL TRANSIT CENTER,,1,14136,14026,0,0
1887,1,159128,INTERMODAL TRANSIT CENTER,,1,14132,14026,0,0
1887,1,159129,INTERMODAL TRANSIT CENTER,,1,14134,14026,0,0
1887,1,159130,INTERMODAL TRANSIT CENTER,,1,14135,14026,0,0
1887,1,159131,INTERMODAL TRANSIT CENTER,,1,14132,14026,0,0
1887,1,159132,INTERMODAL TRANSIT CENTER,,1,14134,14026,0,0
1887,1,159133,INTERMODAL TRANSIT CENTER,,1,14135,14026,0,0
1887,1,159135,INTERMODAL TRANSIT CENTER,,1,14132,14026,0,0
1887,1,158616,INTERMODAL TRANSIT CENTER,,1,14132,14028,0,0
1887,1,158618,INTERMODAL TRANSIT CENTER,,1,14132,14028,0,0
1887,1,158620,INTERMODAL TRANSIT CENTER,,1,14132,14028,0,0
1888,1,158982,MEMORIAL HOSPITAL ONLY,,0,14117,14031,0,0
1888,1,158967,OGLETHORPE MALL,,0,14117,14030,0,0
1888,1,158968,OGLETHORPE MALL,,0,14118,14030,0,0
1888,1,158969,OGLETHORPE MALL,,0,14117,14030,0,0
1888,1,158970,OGLETHORPE MALL,,0,14118,14030,0,0
1888,1,158971,OGLETHORPE MALL,,0,14117,14030,0,0
1888,1,158972,OGLETHORPE MALL,,0,14118,14030,0,0
1888,1,158973,OGLETHORPE MALL,,0,14117,14030,0,0
1888,1,158974,OGLETHORPE MALL,,0,14118,14030,0,0
1888,1,158975,OGLETHORPE MALL,,0,14117,14030,0,0
1888,1,158976,OGLETHORPE MALL,,0,14118,14030,0,0
1888,1,158977,OGLETHORPE MALL,,0,14117,14030,0,0
1888,1,158978,OGLETHORPE MALL,,0,14118,14030,0,0
1888,1,158979,OGLETHORPE MALL,,0,14117,14030,0,0
1888,1,158980,OGLETHORPE MALL,,0,14118,14030,0,0
1888,1,158981,OGLETHORPE MALL,,0,14117,14030,0,0
1888,1,158983,MEMORIAL HOSPITAL ONLY,,0,14117,14031,0,0
1888,1,158999,INTERMODAL TRANSIT CENTER,,1,14117,14033,0,0
1888,1,159000,INTERMODAL TRANSIT CENTER,,1,14117,14033,0,0
1888,1,159001,INTERMODAL TRANSIT CENTER,,1,14118,14033,0,0
1888,1,158984,INTERMODAL TRANSIT CENTER,,1,14117,14032,0,0
1888,1,158985,INTERMODAL TRANSIT CENTER,,1,14118,14032,0,0
1888,1,158986,INTERMODAL TRANSIT CENTER,,1,14117,14032,0,0
1888,1,158987,INTERMODAL TRANSIT CENTER,,1,14118,14032,0,0
1888,1,158988,INTERMODAL TRANSIT CENTER,,1,14117,14032,0,0
1888,1,158989,INTERMODAL TRANSIT CENTER,,1,14118,14032,0,0
1888,1,158990,INTERMODAL TRANSIT CENTER,,1,14117,14032,0,0
1888,1,158991,INTERMODAL TRANSIT CENTER,,1,14118,14032,0,0
1888,1,158992,INTERMODAL TRANSIT CENTER,,1,14117,14032,0,0
1888,1,158993,INTERMODAL TRANSIT CENTER,,1,14118,14032,0,0
1888,1,158994,INTERMODAL TRANSIT CENTER,,1,14117,14032,0,0
1888,1,158995,INTERMODAL TRANSIT CENTER,,1,14118,14032,0,0
1888,1,158996,INTERMODAL TRANSIT CENTER,,1,14117,14032,0,0
1888,1,158997,INTERMODAL TRANSIT CENTER,,1,14118,14032,0,0
1888,1,158998,INTERMODAL TRANSIT CENTER,,1,14117,14032,0,0
1889,1,156817,WALMART,,0,13980,14035,0,0
1889,1,156818,WALMART,,0,13981,14035,0,0
1889,1,156819,WALMART,,0,13980,14035,0,0
1889,1,156820,WALMART,,0,13981,14035,0,0
1889,1,156821,WALMART,,0,13980,14035,0,0
1889,1,156822,WALMART,,0,13981,14035,0,0
1889,1,156823,WALMART,,0,13980,14035,0,0
1889,1,156824,WALMART,,0,13981,14035,0,0
1889,1,156825,WALMART,,0,13980,14035,0,0
1889,1,156826,WALMART,,0,13981,14035,0,0
1889,1,156827,WALMART,,0,13980,14035,0,0
1889,1,156828,WALMART,,0,13981,14035,0,0
1889,1,156829,WALMART,,0,13980,14035,0,0
1889,1,156830,WALMART,,0,13981,14034,0,0
1889,1,156831,INTERMODAL TRANSIT CENTER,,1,13981,14037,0,0
1889,1,156832,INTERMODAL TRANSIT CENTER,,1,13980,14036,0,0
1889,1,156844,INTERMODAL TRANSIT CENTER,,1,13981,14036,0,0
1889,1,156845,INTERMODAL TRANSIT CENTER,,1,13980,14036,0,0
