stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
76,CPAIROB,CROSSROADS & AIRWAYS SB,CROSSROADS PKY & AIRWAYS AVE,32.139239,-81.233536,,,,,,0
79,CRODOL,CROSSROADS & DOLLAR TREE WB,CROSSROADS PKY & KNOWLTON WAY,32.153801,-81.221537,,,,,,0
83,H21CHIB,HWY 21 & CAREY HILLIARDS SB,AUGUSTA RD & BOURNE AVE,32.125556,-81.169726,,,,,,0
84,AUGBRAM,AUGUSTA & BRAMPTON,,32.104689,-81.151196,,,,,,0
85,H21MIIB,HWY 21 & MINIS SB,,32.102995,-81.148628,,,,,,0
94,MLKYOOB,MLK & YORK SB,ML KING JR BLVD & WATERS AVE,32.079102,-81.09777,,,,,,0
95,JDLS1OB,JIMMY DELOACH & CROSSROADS WB,,32.163214,-81.207235,,,,,,0
96,JDLS2OB,JIMMY DELOACH & EXPANSION WB,,32.164055,-81.193608,,,,,,0
99,CRDTOB,CROSSROADS & HOME DEPOT WB,CROSSROADS PKY & W ST JULIAN ST,32.157331,-81.211987,,,,,,0
100,CROGUL,CROSSROADS & INNOVATION WB,,32.156422,-81.213893,,,,,,0
101,CRKW1OB,CROSSROADS & KNOWLTON WB,,32.152206,-81.226648,,,,,,0
102,AIRCPOB,AIRWAYS & CROSSROADS EB,,32.138728,-81.233194,,,,,,0
103,GULGUIB,GULFSTREAM & GULFSTREAM RD EB,,32.141225,-81.203554,,,,,,0
